Short Gene name,p_value
SCARNA6,0.223346621
PCIF1,1
LOXL4,0.347539305
ANKRD49,0.814463103
ZCCHC3,0.861845931
EME1,0.760467797
MTHFR,0.366955355
SNX7,0.559046196
PPP1R37,0.034809113
CCDC88C,0.870487894
NUP160,0.977780773
LOC100130987,0.719655694
CCND1,0.781449096
ZMIZ2,0.936121955
DYNLL1-AS1,0.742117545
MAP1B,0.926484321
CDC42BPA,0.027342456
PDS5B,0.938348085
SOWAHC,0.000110749
MAP1S,0.963928845
RPS6KL1,1
TCF25,0.072897936
RRP1,0.144625139
CENPH,0.810748248
EXT2,0.937979312
FAM204A,0.96214335
PHF6,0.894938243
EIF4A2,0.399298856
RNF123,1
PLXND1,0.029858047
RDX,0.328075061
LOC100288911,0.454991289
YWHAQ,1
CWC15,0.510122794
NFKBIB,0.982574245
ZNHIT3,0.741953596
MICALL1,0.888688046
UBR1,0.863340623
CCPG1,0.887131494
SRSF11,0.510598649
ZC3H12C,0.58371811
SPSB1,0.765874244
SPINT2,0.912293005
TMEM41A,0.26461945
CUTC,0.933245874
FITM2,2.10E-05
PYGO2,0.033002169
DNAL4,0.273213563
USP19,0.647187283
CUL7,0.269938327
MRPS30,0.000462792
E2F5,0.006835324
EPB41L5,0.995998425
ZNF330,0.222977424
GRIN2D,0.814647245
HEATR1,0.316104549
VPS26B,0.002286836
BFAR,1
STAG3L4,0.642029174
LOC644919,0.019049929
CDCA3,0.000888992
DDX19B,0.337785911
CTDSPL2,0.683645462
GHITM,0.145798242
FDXR,0.767083068
TMEM200B,0.192201643
SH3BP5L,0.78926543
MCM7,0.909381931
CA14,0.40744083
UFSP2,0.959294129
AHCYL1,0.954815939
TMEM41B,0.66468249
TRAK2,0.16209699
NQO2,0.605944794
LOC646719,8.96E-18
FAM114A1,0.954488806
PAX6,0.984154611
FASTKD5,0.685979355
USP47,0.434008374
PRCC,0.291732247
BTAF1,0.526769959
LAMA1,0.891267334
MXI1,0.653726424
TIGD1,0.149406552
CCDC117,0.64239783
RNPEPL1,0.490261642
GART,1
PABPC4,0.486327951
LOC440300,0.409394107
ADSSL1,0.122830823
GLB1L2,0.411184042
ZDHHC8,0.001360262
PTPN1,0.619497654
RBM25,0.995641101
MCM2,0.585699184
JPX,0.569167018
MTPN,0.157374407
CTDSP1,0.926627598
LYSMD3,0.04998228
PJA1,0.118132779
KLHL35,0.28145935
ZNF319,0.510598649
RNF220,0.725214348
IREB2,0.493583853
AKR1B1,0.03242146
FAM171A1,0.770206302
CNOT11,0.655086522
CLCN7,0.246573142
MED18,1
BAI2,1
SNORD94,0.361769624
BRD1,0.949262053
NPIPA1,0.001291197
ZNF426,0.601674438
ZNF775,0.052787143
TMEM9,0.071295439
PFDN5,0.935539055
RSAD1,0.767601403
ARL8A,0.913933396
LMAN1,0.821908944
METTL24,0.545378007
TAF7,0.810200077
CASP6,0.622611909
ELOVL2,0.116421367
SPNS2,0.12330355
GNB2L1,0.716633713
SFT2D1,0.74344597
EGFL7,0.132661114
USP31,0.595396239
COPS4,0.721192699
CEBPB,0.763359565
KIAA0513,1.93E-06
FAM200B,0.709867547
UBB,0.346652388
MRPL41,0.00583739
TP53BP1,0.67948053
SYNCRIP,1
SNAI3-AS1,0.938274456
ABAT,0.0062755
KANSL2,0.627562679
TMEM70,0.138419226
MTDH,1
PIP4K2A,0.239377314
ELP3,0.804050282
CLK4,0.090992081
SGIP1,0.364258007
DDAH1,0.713956806
GLTSCR1L,0.479794986
POLDIP3,0.527920489
MEF2D,0.726022188
TXNDC16,0.727935144
C11orf96,0.298052522
IRF9,0.195640499
ORC6,0.66273218
C9orf85,1.70E-25
C8orf4,0.661585363
FASTKD3,0.094526883
SLC25A33,0.756023598
EHD4,0.923830293
TAB2,0.428659041
ENDOD1,0.509138904
PHKG1,0.849871064
PPP2R5C,0.703486585
SH2B2,0.560357156
SAMM50,0.94863505
TTLL1,0.896571784
GBF1,0.972339855
TCEAL1,0.168471996
MAPK14,0.763931491
PTPN21,0.788912098
RBM7,0.584184153
RANBP2,0.75168012
DDX52,0.388118699
HIATL1,1
KCTD7,0.826884815
CCDC167,0.717143597
ZNF430,0.936121955
FAM13B,0.081488698
TRIM23,1.64E-97
SALL4,0.894997335
PTP4A2,0.786448685
IPO13,0.44071465
NOLC1,0.931732471
ERCC5,0.596181112
MRPL22,0.981847206
MTHFD1,0.81989526
METTL13,0.219991897
NFYC,0.395296975
CEBPA,0.135534568
YWHAH,0.668984946
CCNC,0.364299636
FANCG,0.604717715
NFKBIA,0.961471498
HIST1H2BH,0.016008134
PBRM1,0.286252031
FAM210A,0.978547491
CTNNA1,0.981140016
SDCCAG3,0.146942206
ZDHHC24,0.510598649
RAD21,0.515731187
CTNNBL1,0.118982764
DENND2A,0.628495804
LYRM2,0.346687563
WDR45B,0.602585733
CLPX,0.245900306
COL6A2,0.777760634
SLC25A11,0.495925827
ATG4B,0.969964035
EXOC6,1.50E-05
RCE1,0.85104679
HEXDC,0.596318977
SBDSP1,0.977376438
TMEM141,0.625780575
TMEM45A,0.028529182
BCAT1,0.663158725
UCP2,0.693732872
PSMB1,0.000759013
DNM1P41,0.531247333
TNFRSF10D,0.179501396
PHLDB3,0.88594246
DTD2,0.885541649
NR2F2,0.327446861
TMEM205,0.943077221
ADAMTS12,0.075824493
CTNNAL1,0.303955097
RPP38,0.675826141
PORCN,0.213000785
BLOC1S6,0.815119641
B3GNT2,0.505253277
ANKRD17,0.007688311
OSBPL9,0.509219011
YWHAG,0.050020662
TTC14,0.245020082
ZKSCAN4,4.46E-98
KAZN,0.776220493
LOC284412,0.380409728
CABIN1,0.997032385
UHRF1BP1L,1
SEC62,5.73E-11
FASTKD2,0.27702232
CDC16,1
SRA1,5.73E-08
UFM1,0.029672085
C6orf62,0.97106821
HIST1H3D,0.679871624
LDHB,1
VPS41,0.569432984
ADO,0.625379085
SLC6A8,0.255830036
LUC7L,0.826605352
DNAJA2,0.447622526
TOE1,0.017038836
PHPT1,0.59787117
NDUFAB1,0.939927996
ZNF416,0.984685855
C1orf53,0.854614152
ACTG1,0.552355029
C4orf47,1
TGIF1,0.627283358
YOD1,0.398682478
SOX1,0.105793704
ACPL2,0.743300735
VWA8,0.502269289
NUP205,0.80041634
SPTLC1,0.787275197
C8orf59,0.307125219
TMEM5,0.544026953
ANGPTL2,1
TMEM229B,0.78819066
GNAQ,0.852013446
ACTR10,0.916103079
ORMDL3,0.569316095
WDR25,0.457826349
ZNF264,0.27023697
PCGF2,0.56844768
PIK3R2,0.493328607
CEBPZ,0.113730525
PDZRN4,0.72245813
NMB,0.755700489
POR,0.125913315
SNHG1,0.909739898
KRAS,0.827941927
NUDCD2,0.839557786
ELMOD3,0.699145545
RBM12,0.084553848
APOB,0.979531557
RMST,8.76E-08
C17orf75,0.651960436
AKAP12,0.80696653
PMS2P4,0.163023777
ARHGAP21,0.980172685
SBDS,0.299396919
MRPL51,0.58485616
B3GNT5,0.192350918
GALNT7,0.633920848
BRMS1,0.123400503
GPATCH3,0.986768531
LRSAM1,0.693809767
PKN1,0.046839649
TTC28,0.312079918
TOP3B,0.506534665
MRPL45,0.885541649
SENP3,0.525871773
ST13,0.80427873
CA5BP1,0.279213126
SPECC1L-ADORA2A,0.663104234
BEX2,0.984798931
RABIF,0.554789574
TBKBP1,0.627358844
CLEC11A,0.846116895
ATP8A2,1
FYTTD1,0.713591333
TET1,7.81E-05
MRPS22,0.875448901
WDFY1,0.617259186
PERP,0.882293545
ABLIM1,0.476189017
LPAR1,0.107470738
C7orf73,0.744807865
DOK4,0.718934009
FBXL4,0.599815958
MAN2B2,0.813343482
RASSF1,0.77429885
DUSP23,5.61E-05
PYCRL,0.967454244
CDK2AP1,0.977955697
PCDH7,0.8757652
GAL3ST4,0.778094346
TEX10,0.745451144
ASCC2,0.645410391
SSR4,0.578932993
FZD4,0.781713247
AP5M1,0.559895303
ZSCAN16,0.900126173
RNF165,0.75931308
HINT2,0.129757444
GNB1,0.005289706
TMEM183A,0.780405554
KDELR1,0.542511846
WDR89,0.726006253
MRPL35,0.95712511
CDC42EP4,0.909381931
STON2,0.657068523
C10orf32,0.418519025
TMEM178A,0.805726561
NPTX2,0.83868454
NUB1,0.687696895
HOXB9,0.789374689
NF2,0.889622548
PEX12,0.358900997
TARBP2,0.911653346
ARPC2,0.955251032
ZNF260,0.746088566
ZFP1,0.762635783
TCTN3,0.915439093
LOC102288414,0.724039904
ITGB3BP,0.777586531
HDDC2,0.315143206
RPS2,0.762762259
LINC00630,3.89E-09
DAPK3,0.442127549
TMEM30A,0.787403534
MGAT4C,0.261777198
SIGIRR,0.001408544
LRRN2,0.93407885
ZMYM1,0.75637526
NRXN1,0.430752689
FAM127A,0.782811468
GLTSCR2,0.99796695
WSB2,0.732378977
MTRNR2L9,0.519593062
MED22,0.797042429
DNMT3A,0.994846838
ZNRF3,0.159901493
U2SURP,0.26461945
RHOU,0.797294024
ZNF7,0.057078828
WBP1,0.126399712
POLR3C,0.987931753
FBXL7,0.699759945
SARM1,0.983020587
TMEM59,0.689038809
CTSB,0.361153075
CIC,1
PGM1,0.107839055
DAK,0.666811978
RPL3,0.767802885
IGFBP5,0.437061586
UBASH3B,0.763703073
MEGF10,0.017912183
THRAP3,0.97686905
TMEM47,0.965913104
TTLL4,0.574417861
BTG2,0.123219915
PSMD7,0.901683095
NREP,0.021995773
B4GALT7,0.577038005
RGS2,0.868026825
PRR14,0.327023838
TIAL1,1
PRKDC,0.630667451
ZNF592,0.482984997
DTL,0.835238541
VPS9D1,0.941909521
IFITM3,0.203998689
HIST1H3J,0.740119183
XPNPEP1,0.622017282
ANAPC10,1.31E-05
SLC4A7,0.955995095
IGSF3,0.550075889
CALCOCO1,1
IFFO2,0.91082886
TXN,0.966387022
SMIM3,0.614542822
PIP5K1A,0.952078889
FBXO41,0.751912124
OPN3,0.878579626
PHF14,0.797042429
HIST1H4B,0.686997649
MRPL50,0.837403082
SLC17A6,0.960521976
CRAT,0.451356502
WDR53,0.446304243
SUCLG1,1
SERINC5,0.140069329
MZT2B,0.322536488
SNX4,0.372475137
DIABLO,0.599932644
ANKRA2,0.164858585
ZFAND2B,0.011033451
ZNF185,0.568029668
ARPC3,0.050715782
SECISBP2L,0.693239292
PPP1R9B,0.866241712
NRBP2,0.668811167
GNAI2,0.295195834
PGAP1,0.366562119
UBE2R2,0.993205727
NCAPG2,1
MAPK3,1
HACE1,0.127864742
F3,0.487647853
PHF20L1,0.820633755
C16orf58,0.248446302
ARPP19,0.546552903
DOCK1,0.527920489
EXD3,0.47894605
GZF1,0.905209987
THBS2,0.95229526
SPICE1,0.332208954
CCDC9,0.854296426
ZNF703,0.466339852
TCEAL8,0.872366505
LYPLA2,0.412130973
POLD1,0.340384111
DOCK6,0.350702487
SVIL,0.396110793
TUBGCP6,0.261751172
LAGE3,0.371658233
LUC7L2,0.09137569
ZNF259,0.524850168
SMYD2,0.906209746
LRRC49,0.103546842
UBE3C,0.923286399
WHSC1L1,0.901684405
PPP1CB,7.11E-06
UBA6,0.007625769
ABCB6,0.770459084
IL10RB,0.433637658
AGAP1,1
DNAJC5,0.85043576
GATM,0.911485736
FAM156B,0.946201124
ZNF584,0.089780685
RAPGEFL1,0.832092822
COQ10B,0.276656145
DNPH1,0.566539428
GLG1,0.9059859
LIG3,0.988740087
DSTYK,0.009044406
CD2BP2,0.22470939
RPS26,0.862355067
TOR3A,0.547008541
YTHDF1,0.834160943
BAG2,0.656693125
ZNF747,0.509651533
ACAP2,0.974023495
BANP,0.693474913
SLIRP,0.006406164
RANGRF,0.892163372
IVNS1ABP,0.954364709
SNX32,0.533274726
TMED7,0.116850238
SREK1,0.733924122
CHRDL1,0.911340439
VPS37C,0.920017839
CCNYL1,0.595814654
FXYD7,0.637955874
MRPS18A,0.012904391
FAM177A1,0.264592301
CANX,0.259588697
VWA1,0.706064319
ZDHHC16,1
RAP1GDS1,0.537598415
HES1,0.719771181
IKZF4,0.847234736
MMP23A,0.767433253
PLXNA2,0.891605263
OCIAD1,0.087233727
ERMARD,9.80E-66
SYNDIG1,0.000179944
RFC5,0.37818448
DNAJC16,0.912951583
NDUFS7,0.981006948
ZCCHC17,0.246803859
TRMT11,0.030849536
HERC2P2,0.981156081
NGRN,0.777010112
FAM49A,0.641433034
KDM6B,0.924678305
PVR,0.943605758
TMEM170A,0.695629529
SCRN2,0.608947303
CPSF2,0.428547132
MFHAS1,0.421390054
TRIM8,0.497867518
TAPT1,0.716472316
PRKCDBP,0.573534486
TNNI1,0.741739859
MIDN,0.366861353
NUTM2A-AS1,0.550226276
ZNF613,0.973912835
MARK3,0.042868978
GALK1,0.546021427
ENSA,0.061993442
MIR600HG,0.828413318
CCAR2,0.440494916
NRSN1,0.383121022
SUMF1,0.514802753
SH3D19,0.56827609
AZIN1,0.537122683
ZBTB38,0.732318431
SAFB2,0.635912872
HS3ST1,0.83001695
ACVR1B,0.537712967
ARID1B,1
PYGB,0.120759609
SMAD1-AS1,0.012206621
AD000090.2,0.720284516
PPP1R35,0.773284479
FAM167A,0.477117519
GOLM1,0.058942868
PSAP,0.633974333
TEX264,0.956327133
AGPAT4,0.496315179
HPS3,0.588277905
EMC1,0.782087187
PDK3,0.780583669
CCDC136,0.949706252
DGAT2,0.192651939
HIAT1,0.562818332
SDHD,0.762275772
TM9SF1,0.012945144
MAGEH1,1
MRPL47,0.979290455
MRPL40,0.275560842
VRK1,0.796015538
C2CD2L,0.925476849
USP3,1
HDAC7,0.881974629
BRWD1,0.073745401
COX6B1,0.482003326
ZNF503,0.056451714
M6PR,0.081122426
RHBDD2,0.626341249
EMC6,0.374044808
BRSK2,0.564943547
SRSF7,0.020681491
MACROD1,0.047106661
C15orf38,0.667169653
SESN2,0.847767621
MIB2,0.709509843
SNHG17,0.065003246
GULP1,0.690601708
CXCL12,0.654600375
PTPN23,0.539764627
PPP1R26,0.645806075
PWAR5,1
THSD7A,0.820899692
NEMF,0.535241121
HEATR6,0.188490964
ARSG,0.923830293
CTR9,0.01196898
WDR44,0.916711115
AEN,0.047143254
SBF1,0.986174499
CLTA,0.331245557
DOPEY1,0.889626801
CLDN19,0.527427321
ZBTB1,0.664450584
SDHB,0.932351883
DMAP1,0.668811167
ZNF324,0.41118495
CRYBB2P1,0.803971442
TMCC1,0.693474913
CBWD2,0.691617625
SFXN3,1.52E-06
OCRL,0.891972674
RPS15A,0.353922521
SOX13,1.67E-06
SYNPO,0.542541929
GNB3,0.725747488
ADAM10,1
NUBP2,0.788912791
KIRREL2,0.218993158
MPLKIP,0.117132357
HABP4,0.862103835
ADAT1,0.279743372
C14orf132,0.397258151
KPNA5,0.63691408
NHP2,0.533395754
IMPA1,0.815211671
RRAS,0.075824493
GPD1L,1
ASNA1,0.912716088
DESI1,1
UBAP1,0.406140658
TLN2,0.861593511
LSM5,0.059320364
CLCN6,0.571463791
XRCC6,0.50256096
FOCAD,0.00288735
DCK,0.697722351
MIEN1,0.914157493
GLTP,0.885345663
UBXN2B,0.490583398
C16orf91,0.104792683
AK1,1
ZNF354C,0.639534412
MGAT4B,0.838300606
DNAJC30,0.830232765
GPRASP2,0.854892193
CKAP4,0.214909794
ASNS,0.254221013
POFUT2,3.41E-05
KDM2A,0.689063697
INSR,0.459881822
SYNPO2,0.181857416
FBXL5,0.92784169
DENR,0.959751564
RPTOR,0.230181854
COL23A1,0.475704634
SULT1E1,0.569920069
ZNF45,0.716437538
SLC25A28,0.545348175
3-Mar,0.6052915
GALM,0.444764869
ATP6V1C1,0.782561563
RPL30,0.541352001
NUDCD3,0.064308675
BMP5,0.99247433
KMT2D,0.66662421
RPL4,0.452687185
ALAD,3.01E-11
C9orf142,0.850132587
LIX1,0.471482663
BCL9,0.080136664
GMPPA,0.265475579
SPATA2L,0.90272253
RBBP5,0.507443577
DPH5,0.595996806
SLC25A21-AS1,0.735323982
ISY1,0.802039154
STK38,0.942457219
FAM86DP,0.756685528
SPSB3,0.902723936
ZBTB8OS,0.662662758
RFC4,0.415205946
SCAMP2,0.202125056
COMMD9,0.664393956
CYB561,0.771100193
JRK,0.740689346
GTF2F2,0.177055221
EXOSC2,0.851384898
ZNF548,0.591472009
NUP88,0.042730547
C1D,0.581532895
ZNF770,0.033163789
NFKBIE,0.810200077
FOXRED1,0.623537344
ANKS6,0.942981778
DIXDC1,0.470815263
YIPF3,0.777107401
ORMDL2,0.139189096
PGAM4,0.228588748
DSCR3,0.30450532
ZNF561,0.873744848
LOC102606465,5.08E-05
G3BP2,1
NDRG3,0.456066451
CDCA2,0.123219915
GIGYF2,0.660253981
FKBP8,0.881491207
SIPA1L1,0.489331259
SPATA20,0.223768749
FAM102B,0.8757652
ATP6V1F,0.800100386
FMNL2,0.643010884
FRA10AC1,0.571860576
IGF2BP3,0.007066258
FAM49B,0.655315966
ZNF880,1
WNK3,0.600500507
PRPF3,0.518817327
TAF1C,0.263132886
MRPL2,0.465824127
HPRT1,0.997730547
COQ4,0.608947303
CDC14B,0.240955917
LYPD6,0.641673324
PDLIM4,0.00599305
MAD2L1BP,0.738749623
CALM3,1
LHX5,0.581532895
CCDC40,0.511813215
FNTA,0.377341407
PPP5C,0.895137228
ARL16,0.910568181
ZNF286B,0.964734436
RAB2A,0.420470853
LINC00888,0.895463075
POLR2H,0.52757124
SWI5,0.957571338
CIB2,0.467369947
CRLF3,0.310657751
SNX19,1
INPP5A,0.297181288
NUTM2B-AS1,0.650335875
MAP4,0.529729084
FJX1,0.84107804
HSD11B1L,0.648393111
CLP1,0.877369732
TK1,0.069050367
STAT2,0.922031283
ARL6IP1,0.286047152
RANBP1,0.672891301
EIF4G3,0.610467233
ANKRD9,2.53E-05
LOC650368,0.910929077
SPIDR,0.733372508
C20orf194,0.011354096
CCDC80,1
NSD1,0.469258947
INO80C,0.637104482
ZBED4,0.687358502
CTDSPL,1
POLR2C,0.346053952
GLE1,0.961922991
RNF11,0.746088566
BEND5,0.66669985
COMMD3,0.693629264
HEATR5A,0.397817937
GLB1,0.464461665
SCARNA22,0.150057024
URB2,0.745575494
PYGM,0.518972743
TJP3,0.789345483
TMEM189,0.606971555
TARBP1,0.971592874
PABPN1,0.128829123
SLC35E2,0.878809028
METRNL,0.533583939
ZC3H10,0.592440982
CCT5,0.838425257
POLG2,0.762324812
C15orf39,0.398186045
DHX37,0.608947303
SPAG4,0.873942682
MCTS1,8.01E-06
PNPLA3,0.811244028
KIAA0247,1
GABRB3,0.004127988
FAM200A,0.745355476
PWP1,0.921630954
TSG101,0.689763484
LOC101928307,0.957031274
MID1,1
ARHGAP23,0.045886192
POLR2E,0.600925573
RDH11,0.440698297
RHOC,0.080926939
SLC29A1,0.308761782
SH3RF1,0.280788031
MGRN1,0.000135104
PGS1,0.427421291
TTC7B,0.405203174
C12orf45,0.603609653
AHNAK,0.858544897
ZNF532,0.820340802
SSNA1,0.41727445
CRCP,0.609831206
MUS81,0.967777334
DLG1,0.204032627
KPNB1,0.641143431
LGALS3BP,0.65121636
ALDH4A1,0.828239953
SNORA68,0.997511112
BCAP31,0.937787392
PIM1,0.75281024
HMGA1,0.301352757
C6orf165,0.53394705
ANP32A,0.874128889
NAA38,0.989479178
USP6NL,0.620128014
PTDSS1,0.022431903
PEA15,0.449753296
CNTRL,0.329164433
HNRNPUL1,0.058462189
H2AFV,1
TOMM7,0.451167249
C2orf74,1
CTSL,0.497193038
NT5C3B,0.015982938
ZSCAN30,0.447210353
HMGCR,0.892687446
CDC123,0.007023561
HAUS1,0.151136114
COX6C,0.725380023
LRPPRC,0.890494026
PGBD5,0.175162733
ASGR1,1
CD82,0.847309291
BID,0.781353424
SF3B2,0.063349192
BET1L,0.656283723
ZSCAN16-AS1,0.754646354
BOD1L1,0.556821631
MIR6807,0.422837702
ZNF616,1
CEP70,0.278148719
PHKG2,0.351267963
GALNT11,1
CLMP,0.509877671
CCT6P1,0.09642492
CNN2,0.195086702
CD200,0.471520035
GLTPD1,0.9525442
MIR6821,1
SNORD75,0.762635783
LMTK2,0.392140226
MIR124-1,0.920144755
SNORD115-35,0.724337497
PCM1,0.12888807
RCC2,0.136648919
IGF2-AS,0.359069309
NDUFAF2,0.981742345
MIR34A,0.001028492
PDCD6IP,0.911977444
HIST1H2AK,0.691954815
SNORD38B,0.980580048
ARSD,0.081118175
TMEM9B-AS1,0.409141841
SNORD113-4,0.000115803
ATXN2,0.829811626
IRGQ,0.35904741
KDM2B,0.693284374
IRF2BP2,0.749770903
TTL,1.19E-05
MIR4635,0.701420496
PREPL,0.394224335
SNORD114-1,0.643362121
PCDH8,0.523138058
MTM1,0.036275973
SNORD37,0.781865518
SNORD42B,0.93526767
PSEN1,5.24E-05
MIR1914,0.23420846
BAZ2B,0.008861881
LRP5,0.705327503
PRKAA1,0.000609629
CENPT,0.641749185
OTUD7B,0.005470756
MIR8075,0.795350289
KLF11,0.103552011
SNORD105,0.522936863
ACTL6A,0.01686557
CNR1,0.512965679
ATHL1,0.942457219
DUSP9,0.26091018
SNORD113-6,0.169821457
TRIM28,0.395852569
IDH3A,0.786875112
GEMIN7,0.527912439
PPA2,0.55656155
PAQR7,0.21036641
RPL32,1
WDTC1,0.310551039
SERPINE2,0.674394305
GLRX3,0.621233117
SNORD114-28,0.980126285
MIR558,0.585971747
LIME1,0.485912313
MIR2110,0.527920489
BAG4,0.102300663
STRN,0.777428629
ID1,0.937287604
ZNF160,0.614447052
BBS4,0.779749107
COX7C,0.044130131
PET117,0.754820363
KLHDC4,0.874483237
PFAS,0.865490564
MRPS36,4.54E-05
ZNF226,0.7853389
WASF3,0.947289618
GGA3,0.011815354
TMEM209,0.051300518
DIP2A,0.041083067
SPPL2B,0.933832553
AKR1C2,0.471685473
RNF20,0.705542885
PDIA6,0.157486256
C1orf21,0.909280294
GPR89B,0.103171604
HAX1,0.928369241
CDK2,0.891412489
TNFRSF10B,0.921303495
NAMPT,0.452284475
MORN4,0.206664983
TSEN54,0.671143355
FAM213A,0.934935074
NRDE2,0.843093472
XKR8,0.482503844
USP34,0.507975334
ZC3H13,0.302602184
PHF21A,0.295197496
ZNF8,0.150956692
UBE2E1,0.500841562
FAM175B,0.632852842
ZNF699,0.674175566
SART3,0.173531217
PVRL3,0.475840356
ZFPL1,0.245390173
B3GALTL,0.028298317
NOTCH2NL,0.337041131
PGD,0.368227264
RELA,0.409768844
LOC728407,0.564507687
SHQ1,0.906596588
TRIM3,0.3502549
ARF3,0.497292489
TP53,1
CHCHD3,0.320286229
HARS,0.927005878
FAM91A1,0.799770619
SMG6,0.17465242
RNF215,0.853107842
SH3GLB1,0.407961124
SNTA1,0.29189237
FNIP2,0.651720008
RPA3,1.38E-07
TRAP1,0.213906652
AFG3L2,1
CNIH2,0.927800896
BCKDHA,0.09383372
VPS13C,0.56534423
LOC283922,0.086689717
SMC3,0.769755673
TFB2M,0.287398751
SLC39A11,0.928542449
ATG2A,0.812974567
YWHAE,0.977886718
STARD3,1
RNFT1,0.493094412
CPSF6,0.035387113
MAGEE1,0.645116577
MAPK4,0.372178395
UBIAD1,0.671779437
ZNF680,0.767678409
PPL,0.908971196
VTA1,0.381259792
TRIM11,1
MCUR1,0.694012402
HIPK2,0.506534665
ARIH2,0.500358975
DYNLT3,0.309458622
RAB8B,0.130358218
POLR2F,0.012833636
TIMMDC1,0.683469622
CIB1,0.078428088
KCTD12,0.886956913
VPS33B,0.505796595
RBM22,0.981609282
CIT,0.476925213
RALB,0.608911599
ZNF660,0.446689236
BIVM,0.577774302
PSMD6,0.378669451
ITPA,0.739908606
C1QTNF6,0.674523416
ATP2C1,0.738913853
PET100,0.797865285
MPI,0.594919109
LRRTM4,0.409964633
NACA,0.009229649
NADK2,0.943226502
GALE,0.749375819
ABCD1,0.164903804
FAM211A,0.604768758
NCALD,0.454518247
MTX3,0.322229412
ZNF410,0.613111495
DUSP18,0.884704224
RPL5,0.492309054
PNP,0.923343732
PET112,0.239000615
ABRACL,0.061245758
MAP2K2,0.425661305
LARP1,0.450798914
PRKAG1,0.21586412
PAQR3,0.437884247
PTPRG,0.793800059
TPRG1L,0.293683859
CDKN2AIPNL,0.964657637
ZBTB37,0.378198491
MLX,1
GAN,0.182778378
VCP,0.996528867
AGO1,0.497408653
C12orf73,0.773867051
SUCLG2,0.977390055
C1GALT1,0.062712098
C7orf43,0.574696578
RNF114,0.923343732
ZFP69B,0.95727877
C1S,0.792184608
ENTPD6,0.903779368
CXCR4,0.847855179
ECE1,0.29520002
ATF3,0.711097327
STK17A,1
TCEAL4,0.7667748
AARS,0.634976764
CENPA,0.568664231
C7orf55,0.292722141
MITD1,0.40379246
DHRS11,1
TRAF6,0.403730456
FANCD2,1
ZNF800,0.22284095
C17orf51,0.491946767
PCDHAC1,0.33701729
MAGED1,0.591989174
ZDHHC13,0.809150862
SLC39A10,4.49E-05
CGRRF1,0.100490398
AJAP1,0.424391821
TRAM1,0.650855479
ERBB3,0.764473653
PRRC2C,0.307252902
CCDC53,0.986486307
ELF2,0.90813767
SLC2A1-AS1,0.27702232
SUDS3,0.335155087
HNRNPK,0.917308956
BCL2L2,0.55021712
UBA1,0.277271785
PLG,0.743057899
DDX55,1
NDUFS4,0.724108578
ILVBL,0.63620556
CHRNB1,0.732400305
NCOA1,0.605279621
ZAK,0.033989287
USP11,1
ITGB8,0.582589225
POLE4,0.741987422
COPS8,0.977780773
BABAM1,1
ABHD10,0.760291384
PIDD,0.673015561
RAB13,0.770764198
ORAI2,0.090959159
NONO,0.53077
FAM171B,0.91157536
ANKRD13D,1
COL6A1,1
DNAJC12,0.217848118
ZFHX4-AS1,1
DGKQ,0.860648655
DAZAP2,0.916205376
AIP,0.217215035
SMAP2,0.214124858
FBXO16,0.011593536
THAP6,0.77076119
CD320,0.627562679
TARSL2,0.69654349
TMEM18,0.481251173
GAR1,0.906432664
RNASE4,0.904861449
FBXL14,0.988477523
POGLUT1,0.312503471
PDHB,0.603414732
GLRX5,0.798030499
RNU6ATAC,0.648942089
TMEM126B,0.538419671
XPC,0.073580105
TTC17,0.979612503
HMGN1,9.48E-07
GSR,0.122077149
DHFR,0.765830209
ADAMTS3,0.939298505
CLEC16A,0.046324546
TUBGCP3,0.316229304
PKNOX2,0.000396929
ENTPD4,0.532468915
LTBP4,0.299396919
CKMT1A,0.08118652
GAPDH,0.032483436
FAM73A,0.849583673
DERL1,0.869775006
CLNS1A,0.751409562
BTN3A1,0.969278293
CHORDC1,0.588927676
COA1,0.046545241
IPMK,0.293037918
HAUS7,0.842496832
ZNF484,0.22470939
FHL3,0.418687778
RABGGTA,0.656499779
SMPD4,2.35E-07
RIOK3,0.677982477
PIGC,0.668944655
SAMD8,0.280033126
SPAG7,0.186985218
USB1,0.094100273
UBL3,0.698565091
HIGD1A,0.126484488
GATS,0.095247121
DEK,0.703696615
SLC16A5,0.050394493
TMEM50B,0.988468724
CNBP,1
SIL1,0.692444974
MCAM,0.892546972
ZFYVE26,0.627562679
NUDT7,0.7808309
CTDSP2,0.775722814
EFNA1,0.501509601
RAB11B,0.723003188
LMF1,0.713887596
TBC1D12,0.146020437
COX19,0.717989353
ZNF451,0.627283358
SFXN5,0.081077802
ACN9,0.132732281
CTBP1-AS2,0.169431048
PRDX6,0.53510117
ANK3,0.976797869
TIPARP,0.205923934
AUH,0.613592092
PTPN14,0.897707653
THRIL,0.900752053
C5orf30,0.991281639
COQ5,0.788180601
GALC,0.640352732
LRRC73,1
ZNF529,0.740119183
SIPA1L2,0.635912872
EMC3,0.739035958
ECH1,0.604173113
FHOD3,0.769313244
NR2F2-AS1,0.430935307
TMEM98,0.11424997
UBAC1,0.795524207
FYN,0.451098403
ZNF320,0.501745441
RAB1B,0.004963219
TP53I13,0.234652235
SLC44A2,0.443295958
MFN2,0.911205045
ISCA2,0.558164751
